Yr,Mo,Date,RequestorTeams,Product,ActivityHead,GLHead,TotalAmount,FiscalYear
2026,4,2026-04-16,WARRIORS,FinnoQ,Equipments (With Doctor),Equipments - S&D,11764.0,FY25-26
2026,4,2026-04-17,Unknown,BYVAS,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,65882.0,FY25-26
2026,4,2026-04-17,Unknown,TITANS,PDA Refreshers - S&D,PDA Refreshers,350000.0,FY25-26
2026,4,2026-04-17,ALPHA,Xplended 5-10,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,47612.0,FY25-26
2026,4,2026-04-17,Aviators,Evocheck LinX CGM,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,67610.0,FY25-26
2026,4,2026-04-17,Aviators,Gouric,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,53191.0,FY25-26
2026,4,2026-04-17,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,21412.0,FY25-26
2026,4,2026-04-17,BONE SAVIORS,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,82336.0,FY25-26
2026,4,2026-04-17,BONE SAVIORS,Nise,Doctors Printing,Prescription Pads - S&D,9176.0,FY25-26
2026,4,2026-04-17,CHAMPIONS,ANPLAG,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,450000.0,FY25-26
2026,4,2026-04-17,GLADIATORS,Evofix Cap,Equipments (With Doctor),Equipments - S&D,28708.0,FY25-26
2026,4,2026-04-17,METABOLIZERS,Inosita Plus,Screening (With Doctor),Screening - S&D,94118.0,FY25-26
2026,4,2026-04-17,NAVIGATORS,Telsarta,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,32142.0,FY25-26
2026,4,2026-04-17,TRANSFORMERS,FINERDIA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY25-26
2026,4,2026-04-18,TRANSFORMERS,Gouric,Doctors Printing,Prescription Pads - S&D,70588.0,FY25-26
2026,4,2026-04-19,Aviators,Evopride Plus,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,54891.0,FY25-26
2026,4,2026-04-19,METABOLIZERS,Treatan,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,190000.0,FY25-26
2026,4,2026-04-20,Aviators,Evopride,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,1.0,FY25-26
2026,4,2026-04-20,BRAVO,Avsar,Screening (With Doctor),Screening - S&D,58824.0,FY25-26
2026,4,2026-04-20,CHALLENGERS,SACVIN,Equipments (With Doctor),Equipments - S&D,135294.0,FY25-26
2026,4,2026-04-20,CHAMPIONS,Xplended 20,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY25-26
2026,4,2026-04-20,ELITE,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,94118.0,FY25-26
2026,4,2026-04-20,METABOLIZERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY25-26
2026,4,2026-04-20,METABOLIZERS,Inosita Plus,Screening (With Doctor),Screening - S&D,1826474.0,FY25-26
2026,4,2026-04-20,METABOLIZERS,Treatan,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY25-26
2026,4,2026-04-21,Unknown,Actiflor Sachet,Equipments (With Doctor),Equipments - S&D,545562.0,FY25-26
2026,4,2026-04-21,Unknown,Actiflor Sachet,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,80000.0,FY25-26
2026,4,2026-04-21,Unknown,Actiflor Sachet,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,135834.0,FY25-26
2026,4,2026-04-21,BONE SAVIORS,Thewril,Doctors Printing,Prescription Pads - S&D,11765.0,FY25-26
2026,4,2026-04-21,ELITE,Opt-D,Doctors Printing,Prescription Pads - S&D,188235.0,FY25-26
2026,4,2026-04-21,ELITE,Opt-D,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,172460.0,FY25-26
2026,4,2026-04-21,METABOLIZERS,Treatan,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,700000.0,FY25-26
2026,4,2026-04-21,WARRIORS,K1000,Equipments (With Doctor),Equipments - S&D,137071.0,FY25-26
2026,4,2026-04-21,WARRIORS,SheVit,Equipments (With Doctor),Equipments - S&D,57071.0,FY25-26
2026,4,2026-04-22,Unknown,Retzole,Doctors Printing,Prescription Pads - S&D,53040.0,FY25-26
2026,4,2026-04-22,Aviators,Gouric,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,92000.0,FY25-26
2026,4,2026-04-22,BONE SAVIORS,Kalsob,Equipments (With Doctor),Equipments - S&D,33529.0,FY25-26
2026,4,2026-04-22,BONE SAVIORS,Kalsob,RTD (With Doctor),Social / Cultural / Educational Program  - S&D,137227.0,FY25-26
2026,4,2026-04-22,CHALLENGERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,212766.0,FY25-26
2026,4,2026-04-22,CHAMPIONS,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,242302.0,FY25-26
2026,4,2026-04-22,CHAMPIONS,Xplended 20,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,552943.0,FY25-26
2026,4,2026-04-22,MAVERICKS,Duzalta,Equipments (With Doctor),Equipments - S&D,230000.0,FY25-26
2026,4,2026-04-22,METABOLIZERS,Treatan,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,25000.0,FY25-26
2026,4,2026-04-23,Unknown,Lowplat Plus,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,116644.0,FY25-26
2026,4,2026-04-23,Unknown,MOMIST,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY25-26
2026,4,2026-04-23,Aviators,Erlina,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,94118.0,FY25-26
2026,4,2026-04-23,Aviators,Erlina Plus XR,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,91765.0,FY25-26
2026,4,2026-04-23,Aviators,INOSITA PLUS XR,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,94118.0,FY25-26
2026,4,2026-04-23,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,38965.0,FY25-26
2026,4,2026-04-23,BONE SAVIORS,Kalsob,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,51882.0,FY25-26
2026,4,2026-04-23,GLADIATORS,Adfolic,Equipments (With Doctor),Equipments - S&D,26622.0,FY25-26
2026,4,2026-04-23,METABOLIZERS,Corporate Account Ad Pro,Idea Generation Meeting,Idea Generation Meeting,44825.0,FY25-26
2026,4,2026-04-23,METABOLIZERS,Inosita Plus,Screening (With Doctor),Screening - S&D,58824.0,FY25-26
2026,4,2026-04-23,NAVIGATORS,Telsarta,Equipments (With Doctor),Equipments - S&D,13259.0,FY25-26
2026,4,2026-04-23,WARRIORS,K1000 Plus Sachet,Equipments (With Doctor),Equipments - S&D,18824.0,FY25-26
2026,4,2026-04-23,WARRIORS,Kalsob,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY25-26
2026,4,2026-04-24,BRAVO,Avsar Plus,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,705883.0,FY25-26
2026,4,2026-04-24,TITANS,PARIDOPA,Seminar (With Doctor),Seminars / Symposium / Video Shows - S&D,36170.0,FY25-26
2026,4,2026-04-24,TITANS,Voxamine,Equipment Medical & Other (With Doctor),Equipments - S&D,64706.0,FY25-26
2026,4,2026-04-24,WARRIORS,K1000,Equipments (With Doctor),Equipments - S&D,10978.0,FY25-26
2026,4,2026-04-25,CHAMPIONS,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,375824.0,FY25-26
2026,4,2026-04-25,CHAMPIONS,Xplended 20,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,1224768.0,FY25-26
2026,4,2026-04-25,METABOLIZERS,Treatan,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,30000.0,FY25-26
2026,4,2026-04-27,Unknown,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,90909.0,FY25-26
2026,4,2026-04-27,Unknown,Busonide,Salary For Contractual,Social / Cultural / Educational Program  - S&D,30000.0,FY25-26
2026,4,2026-04-27,ALPHA,Unknown,Salary For Contractual,Social / Cultural / Educational Program  - S&D,0.0,FY25-26
2026,4,2026-04-27,ALPHA,Xplended 5-10,Salary For Contractual,Social / Cultural / Educational Program  - S&D,177751.0,FY25-26
2026,4,2026-04-27,BONE SAVIORS,Kalsob,Equipment Medical & Other (With Doctor),Equipments - S&D,47059.0,FY25-26
2026,4,2026-04-27,BONE SAVIORS,Nise,Doctors Printing,Prescription Pads - S&D,32565.0,FY25-26
2026,4,2026-04-27,BONE SAVIORS,Opt-D,Salary For Contractual,Social / Cultural / Educational Program  - S&D,15000.0,FY25-26
2026,4,2026-04-27,BRAVO,Avsar Plus,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,245455.0,FY25-26
2026,4,2026-04-27,ONCOLOGY,Rituxim,Salary For Contractual,Social / Cultural / Educational Program  - S&D,10000.0,FY25-26
2026,4,2026-04-27,ONCOLOGY,Traszeptin,Salary For Contractual,Social / Cultural / Educational Program  - S&D,10000.0,FY25-26
2026,4,2026-04-27,Strikers (R),Vible,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,2.0,FY25-26
2026,4,2026-04-27,TITANS,Estar,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,147411.0,FY25-26
2026,4,2026-04-27,TITANS,Evokalm,Equipment Medical & Other (With Doctor),Equipments - S&D,159949.0,FY25-26
2026,4,2026-04-27,TITANS,SPARLIV,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,20588.0,FY25-26
2026,4,2026-04-27,TITANS,Xilica,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,105000.0,FY25-26
2026,4,2026-04-27,WARRIORS,K1000,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,50000.0,FY25-26
2026,4,2026-04-28,Unknown,Actiflor Sachet,Equipments (With Doctor),Equipments - S&D,235294.0,FY25-26
2026,4,2026-04-28,ALPHA,SACVIN,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,462941.0,FY25-26
2026,4,2026-04-28,BONE SAVIORS,Nise,Equipments (With Doctor),Equipments - S&D,435401.0,FY25-26
2026,4,2026-04-28,CHALLENGERS,Avsar,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,185882.0,FY25-26
2026,4,2026-04-28,CHALLENGERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,1254947.0,FY25-26
2026,4,2026-04-28,CHALLENGERS,Xplended EZ,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY25-26
2026,4,2026-04-28,ELITE,Opt-D,Equipment Medical & Other (With Doctor),Equipments - S&D,88235.0,FY25-26
2026,4,2026-04-28,ELITE,Opt-D,Screening (With Doctor),Screening - S&D,35294.0,FY25-26
2026,4,2026-04-28,ELITE,Opt-D,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,148930.0,FY25-26
2026,4,2026-04-28,ELITE,PAZOMEZ,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,115000.0,FY25-26
2026,4,2026-04-28,ELITE,Rituxim,Equipments (With Doctor),Equipments - S&D,206000.0,FY25-26
2026,4,2026-04-28,METABOLIZERS,Inosita Plus,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,41259.0,FY25-26
2026,4,2026-04-28,METABOLIZERS,Inosita Plus,Salary For Contractual,Social / Cultural / Educational Program  - S&D,105882.0,FY25-26
2026,4,2026-04-28,METABOLIZERS,INOSITA PLUS XR,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,105000.0,FY25-26
2026,4,2026-04-28,TITANS,Estar,Doctors Printing,Prescription Pads - S&D,56471.0,FY25-26
2026,4,2026-04-28,TITANS,SPARLIV,Equipment Medical & Other (With Doctor),Equipments - S&D,34588.0,FY25-26
2026,4,2026-04-28,TITANS,Voxamine,Doctors Printing,Prescription Pads - S&D,28235.0,FY25-26
2026,4,2026-04-28,TITANS,Voxamine,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,100000.0,FY25-26
2026,4,2026-04-29,Unknown,Breeve,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY25-26
2026,4,2026-04-29,ALPHA,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,77941.0,FY25-26
2026,4,2026-04-29,ALPHA,SACVIN,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,247059.0,FY25-26
2026,4,2026-04-29,ALPHA,Xplended 20,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,77941.0,FY25-26
2026,4,2026-04-29,ALPHA,Xplended 5-10,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,35000.0,FY25-26
2026,4,2026-04-29,BONE SAVIORS,Gouric 80,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,44118.0,FY25-26
2026,4,2026-04-29,BRAVO,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,117647.0,FY25-26
2026,4,2026-04-29,GLADIATORS,Orslim,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,512398.0,FY25-26
2026,4,2026-04-29,INSTITUTIONAL,Institutional Ad Pro,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,55800.0,FY25-26
2026,4,2026-04-29,NAVIGATORS,Eglaro Family,Equipment Medical & Other (With Doctor),Equipments - S&D,47059.0,FY25-26
2026,4,2026-04-29,NAVIGATORS,Erlina Plus XR,Equipment Medical & Other (With Doctor),Equipments - S&D,23529.0,FY25-26
2026,4,2026-04-29,Strikers (R),Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,42210.0,FY25-26
2026,4,2026-04-30,Unknown,PAZOMEZ,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,1310000.0,FY25-26
2026,4,2026-04-30,CHALLENGERS,Avsar,Renovation Ward (With Doctor),Renovation Wards - S&D,1500000.0,FY25-26
2026,4,2026-04-30,METABOLIZERS,Fasteso,Equipments (With Doctor),Equipments - S&D,54353.0,FY25-26
2026,4,2026-04-30,METABOLIZERS,Inosita Plus,Equipments (With Doctor),Equipments - S&D,251836.0,FY25-26
2026,4,2026-04-30,METABOLIZERS,Inosita Plus,Renovation Ward (With Doctor),Renovation Wards - S&D,55918.0,FY25-26
2026,4,2026-04-30,TRANSFORMERS,FINERDIA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY25-26
2026,4,2026-04-30,TRANSFORMERS,Gouric,Others,Others - S&D,55000.0,FY25-26
2026,4,2026-04-01,DIGITAL MARKETING,Corporate Account Ad Pro,A&P JAHAN E MASEEHA,A&P Jahan E Maseeha,163803.0,FY25-26
2026,4,2026-04-01,MAVERICKS,Estar 5,Equipments (With Doctor),Equipments - S&D,130000.0,FY25-26
2026,4,2026-04-01,TRANSFORMERS,Erli Plus,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,51003.0,FY25-26
2026,4,2026-04-02,Unknown,Actiflor Sachet,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,150000.0,FY25-26
2026,4,2026-04-02,Unknown,BYVAS,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,120589.0,FY25-26
2026,4,2026-04-02,Unknown,BYVAS,Doctors Printing,Prescription Pads - S&D,70588.0,FY25-26
2026,4,2026-04-02,Unknown,Dapwiz,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,26471.0,FY25-26
2026,4,2026-04-02,Unknown,Kalsob,Renovation Ward (With Doctor),Renovation Wards - S&D,50000.0,FY25-26
2026,4,2026-04-02,CHAMPIONS,ANPLAG,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,325000.0,FY25-26
2026,4,2026-04-02,CHAMPIONS,ANPLAG,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,250000.0,FY25-26
2026,4,2026-04-02,CHAMPIONS,Redexa,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,100000.0,FY25-26
2026,4,2026-04-02,CHAMPIONS,ZILERO,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,375000.0,FY25-26
2026,4,2026-04-02,DIGITAL MARKETING,Corporate Account Ad Pro,A&P Discovering Diabetes,A&P Discovering Diabetes,190900.0,FY25-26
2026,4,2026-04-02,DIGITAL MARKETING,Corporate Account Ad Pro,A&P HRAB & Digital Marketing,A&P HRAB & Digital Marketing,95450.0,FY25-26
2026,4,2026-04-03,Unknown,Avsar,Screening (With Doctor),Screening - S&D,197647.0,FY25-26
2026,4,2026-04-03,ALPHA,ZILERO,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,63286.0,FY25-26
2026,4,2026-04-03,Aviators,Evopride,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,568180.0,FY25-26
2026,4,2026-04-03,BONE SAVIORS,Thewril,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,5865.0,FY25-26
2026,4,2026-04-03,CHALLENGERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,250000.0,FY25-26
2026,4,2026-04-03,EVOCHECK (TEAM),Evocheck GO,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,24000.0,FY25-26
2026,4,2026-04-03,WARRIORS,Retzole,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,3000.0,FY25-26
2026,4,2026-04-05,INSTITUTIONAL,Institutional Ad Pro,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,1110.0,FY25-26
2026,4,2026-04-06,Unknown,Breeve,Doctors Printing,Prescription Pads - S&D,23529.0,FY25-26
2026,4,2026-04-06,Unknown,Duzalta,Doctors Printing,Prescription Pads - S&D,65741.0,FY25-26
2026,4,2026-04-06,Unknown,Estar 5,Doctors Printing,Prescription Pads - S&D,82176.0,FY25-26
2026,4,2026-04-06,ALPHA,Xplended EZ,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,147059.0,FY25-26
2026,4,2026-04-06,Aviators,Evopride,"Furniture,  Fixtures & Fittings",Renovation Wards - S&D,59091.0,FY25-26
2026,4,2026-04-06,METABOLIZERS,Inosita Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,141176.0,FY25-26
2026,4,2026-04-06,WARRIORS,K1000,Equipments (With Doctor),Equipments - S&D,9412.0,FY25-26
2026,4,2026-04-07,CHALLENGERS,Xplended EZ,Advertisments (With Doctor),Advertisement In Magazine & Others - S&D,272000.0,FY25-26
2026,4,2026-04-08,Unknown,Avsar,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,200000.0,FY25-26
2026,4,2026-04-08,Unknown,BEMPION EZ,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,11765.0,FY25-26
2026,4,2026-04-08,Unknown,Dapwiz,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,11765.0,FY25-26
2026,4,2026-04-08,Unknown,Estar 5,Equipments (With Doctor),Equipments - S&D,24900.0,FY25-26
2026,4,2026-04-08,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,117647.0,FY25-26
2026,4,2026-04-08,BONE SAVIORS,Kalsob,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,36592.0,FY25-26
2026,4,2026-04-08,BONE SAVIORS,Nise,Equipment Medical & Other (With Doctor),Equipments - S&D,117647.0,FY25-26
2026,4,2026-04-08,BONE SAVIORS,Opt-D,Equipment Medical & Other (With Doctor),Equipments - S&D,235294.0,FY25-26
2026,4,2026-04-08,ELITE,PAZOMEZ,Workshops (W/O Doctor),Seminars / Symposium / Video Shows - S&D,69000.0,FY25-26
2026,4,2026-04-08,ELITE,Rituxim,Equipments (With Doctor),Equipments - S&D,206000.0,FY25-26
2026,4,2026-04-08,METABOLIZERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,75000.0,FY25-26
2026,4,2026-04-08,METABOLIZERS,Inosita,Presentations (W/O Doctor),Seminars / Symposium / Video Shows - S&D,35000.0,FY25-26
2026,4,2026-04-08,METABOLIZERS,Treatan,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,270000.0,FY25-26
2026,4,2026-04-09,GLADIATORS,Ferfer,Camps (W/O Doctor),Social / Cultural / Educational Program  - S&D,3000.0,FY25-26
2026,4,2026-04-09,Strikers (R),Vible,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,40000.0,FY25-26
2026,4,2026-04-11,Unknown,Inosita Plus,DM Marketing Expenses,DM Marketing Expenses,375425.0,FY25-26
2026,4,2026-04-15,Unknown,Breeve,Renovation Ward (With Doctor),Renovation Wards - S&D,75000.0,FY25-26
2026,4,2026-04-15,Unknown,BYVAS,Camps (With Doctor),Social / Cultural / Educational Program  - S&D,147060.0,FY25-26
2026,4,2026-04-15,Unknown,BYVAS,Doctors Printing,Prescription Pads - S&D,70588.0,FY25-26
2026,4,2026-04-15,Unknown,Gouric 80,Equipments (With Doctor),Equipments - S&D,34648.0,FY25-26
2026,4,2026-04-15,ALPHA,Xplended 5-10,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,550588.0,FY25-26
2026,4,2026-04-15,ALPHA,Xplended 5-10,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,782209.0,FY25-26
2026,4,2026-04-15,ALPHA,Xplended 5-10,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,123399.0,FY25-26
2026,4,2026-04-15,ELITE,Nise,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,250000.0,FY25-26
2026,4,2026-04-15,METABOLIZERS,Inosita Plus,Equipment Medical & Other (With Doctor),Equipments - S&D,117647.0,FY25-26
2026,4,2026-04-15,WARRIORS,Retzole,Equipments (With Doctor),Equipments - S&D,141028.0,FY25-26
2026,4,2026-04-15,WARRIORS,Retzole,RTD (With Doctor),Social / Cultural / Educational Program  - S&D,19076.0,FY25-26
2026,4,2026-04-16,Unknown,BYVAS,Screening (With Doctor),Screening - S&D,58824.0,FY25-26
2026,4,2026-04-16,ALPHA,Xplended 20,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,70000.0,FY25-26
2026,4,2026-04-16,BONE SAVIORS,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,87825.0,FY25-26
2026,4,2026-04-16,CHALLENGERS,Avsar,Screening (With Doctor),Screening - S&D,176471.0,FY25-26
2026,4,2026-04-16,CHALLENGERS,Avsar,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,29381.0,FY25-26
2026,4,2026-04-16,CHALLENGERS,Xplended EZ,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,113636.0,FY25-26
2026,4,2026-04-16,CHAMPIONS,ANPLAG,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,176471.0,FY25-26
2026,4,2026-04-16,ELITE,Kalsob,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,247060.0,FY25-26
2026,4,2026-04-16,ELITE,Kalsob,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,235294.0,FY25-26
2026,4,2026-04-16,ELITE,Opt-D,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,82353.0,FY25-26
2026,4,2026-04-16,GLADIATORS,Adfolic,Equipments (With Doctor),Equipments - S&D,160150.0,FY25-26
2026,4,2026-04-16,GLADIATORS,Evofix Cap,Equipments (With Doctor),Equipments - S&D,81471.0,FY25-26
2026,4,2026-04-16,GLADIATORS,FEMOVA,Equipments (With Doctor),Equipments - S&D,23505.0,FY25-26
2026,4,2026-04-16,METABOLIZERS,Inosita Plus,Screening (With Doctor),Screening - S&D,694734.0,FY25-26
2026,4,2026-04-16,METABOLIZERS,Treatan,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,351702.0,FY25-26
2026,4,2026-04-16,NAVIGATORS,Telsarta,Equipment Medical & Other (With Doctor),Equipments - S&D,9412.0,FY25-26
2026,4,2026-04-16,NAVIGATORS,Telsarta-A,Equipment Medical & Other (With Doctor),Equipments - S&D,25882.0,FY25-26
2026,4,2026-04-16,WARRIORS,K1000 Plus Sachet,Equipments (With Doctor),Equipments - S&D,28543.0,FY25-26
2026,4,2026-04-17,Unknown,Lowplat Plus,Ward Support Program (with Doctor),Social / Cultural / Educational Program  - S&D,67059.0,FY25-26
2026,4,2026-04-17,ALPHA,Xplended 5-10,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,139828.0,FY25-26
2026,4,2026-04-17,Aviators,Evopride Plus,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,115642.0,FY25-26
2026,4,2026-04-17,BONE SAVIORS,Thewril,Course Fee For Doctors,Social / Cultural / Educational Program  - S&D,68181.0,FY25-26
2026,4,2026-04-17,BONE SAVIORS,Thewril,Renovation Ward (With Doctor),Renovation Wards - S&D,65482.0,FY25-26
2026,4,2026-04-17,ELITE,Kalsob,Equipments (With Doctor),Equipments - S&D,227273.0,FY25-26
2026,4,2026-04-17,GLADIATORS,Ferfer,Equipments (With Doctor),Equipments - S&D,28708.0,FY25-26
2026,4,2026-04-17,NAVIGATORS,Telsarta-A,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,62353.0,FY25-26
2026,4,2026-04-17,WARRIORS,Retzole,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,300000.0,FY25-26
2026,4,2026-04-18,ALPHA,Xplended 5-10,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,21640.0,FY25-26
2026,4,2026-04-19,Aviators,Erlina,Salary For Contractual,Social / Cultural / Educational Program  - S&D,211765.0,FY25-26
2026,4,2026-04-20,Unknown,Retzole,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,90000.0,FY25-26
2026,4,2026-04-20,Aviators,Gouric,RTD (W/O Doctor),Social / Cultural / Educational Program  - S&D,49840.0,FY25-26
2026,4,2026-04-20,BRAVO,ERLI,Others,Others - S&D,141080.0,FY25-26
2026,4,2026-04-20,CHALLENGERS,Avsar,Equipments (With Doctor),Equipments - S&D,135294.0,FY25-26
2026,4,2026-04-20,ELITE,Opt-D,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,211765.0,FY25-26
2026,4,2026-04-21,BONE SAVIORS,Kalsob,Doctors Printing,Prescription Pads - S&D,117647.0,FY25-26
2026,4,2026-04-21,BONE SAVIORS,Nise,Doctors Printing,Prescription Pads - S&D,47059.0,FY25-26
2026,4,2026-04-21,CHAMPIONS,ANPLAG,Seminar (W/O Doctor),Seminars / Symposium / Video Shows - S&D,80000.0,FY25-26
2026,4,2026-04-21,Strikers (R),Vible,Social / Cultural (With Doctor),Social / Cultural / Educational Program  - S&D,58823.0,FY25-26
2026,4,2026-04-21,TRANSFORMERS,FINERDIA,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,98000.0,FY25-26
2026,4,2026-04-21,WARRIORS,Kalsob,Social / Cultural (W/O Doctor),Social / Cultural / Educational Program  - S&D,51300.0,FY25-26
2026,4,2026-04-21,WARRIORS,Neo-Q 100,Equipments (With Doctor),Equipments - S&D,32941.0,FY25-26
2026,4,2026-04-21,WARRIORS,Orslim,Equipments (With Doctor),Equipments - S&D,105859.0,FY25-26
2026,4,2026-04-22,Aviators,Erlina,Salary For Contractual,Social / Cultural / Educational Program  - S&D,211765.0,FY25-26
